Policy Name,Compartment ID,Statement,Lifecycle State,Time Created
LABS-user-policy,ocid1.tenancy.oc1..aaaaaaaafvbrqwizb2l62d7o46h622ibhfp2at56cfjxak7x3jqgh42ligrq,"Allow group LABS-group to manage policies in tenancy where any {request.region = 'fra', request.region = 'ams'}",ACTIVE,2023-01-31T09:46:52.441000+00:00
LABS-user-policy,ocid1.tenancy.oc1..aaaaaaaafvbrqwizb2l62d7o46h622ibhfp2at56cfjxak7x3jqgh42ligrq,"ALLOW any-user to use functions-family in compartment LABS where ALL {request.principal.type =  'ApiGateway', request.resource.compartment.id  =  'ocid1.compartment.oc1..aaaaaaaabhsz3pbaw4z5zczor525g3ofnicvywbnsn4r46ay44xk46iqctoq'}",ACTIVE,2023-01-31T09:46:52.441000+00:00
LABS-user-policy,ocid1.tenancy.oc1..aaaaaaaafvbrqwizb2l62d7o46h622ibhfp2at56cfjxak7x3jqgh42ligrq,"Allow group LABS-group to manage data-safe-family in tenancy where any {request.region = 'fra', request.region = 'ams'}",ACTIVE,2023-01-31T09:46:52.441000+00:00
LABS-user-policy,ocid1.tenancy.oc1..aaaaaaaafvbrqwizb2l62d7o46h622ibhfp2at56cfjxak7x3jqgh42ligrq,"Allow group LABS-group to inspect groups in tenancy where any {request.region = 'fra', request.region = 'ams'}",ACTIVE,2023-01-31T09:46:52.441000+00:00
LABS-user-policy,ocid1.tenancy.oc1..aaaaaaaafvbrqwizb2l62d7o46h622ibhfp2at56cfjxak7x3jqgh42ligrq,"Allow group LABS-group to manage devops-repository in compartment LABS where any {request.region = 'fra', request.region = 'ams'}",ACTIVE,2023-01-31T09:46:52.441000+00:00
LABS-user-policy,ocid1.tenancy.oc1..aaaaaaaafvbrqwizb2l62d7o46h622ibhfp2at56cfjxak7x3jqgh42ligrq,"Allow group LABS-group to manage cloud-shell in tenancy where any {request.region = 'fra', request.region = 'ams'}",ACTIVE,2023-01-31T09:46:52.441000+00:00
LABS-user-policy,ocid1.tenancy.oc1..aaaaaaaafvbrqwizb2l62d7o46h622ibhfp2at56cfjxak7x3jqgh42ligrq,"Allow group LABS-group to manage repos in tenancy where any {request.region = 'fra', request.region = 'ams'}",ACTIVE,2023-01-31T09:46:52.441000+00:00
LABS-user-policy,ocid1.tenancy.oc1..aaaaaaaafvbrqwizb2l62d7o46h622ibhfp2at56cfjxak7x3jqgh42ligrq,"Allow group LABS-group to inspect work-requests in tenancy where any {request.region = 'fra', request.region = 'ams'}",ACTIVE,2023-01-31T09:46:52.441000+00:00
LABS-user-policy,ocid1.tenancy.oc1..aaaaaaaafvbrqwizb2l62d7o46h622ibhfp2at56cfjxak7x3jqgh42ligrq,"Allow group LABS-group to use metrics in tenancy where any {request.region = 'fra', request.region = 'ams'}",ACTIVE,2023-01-31T09:46:52.441000+00:00
LABS-user-policy,ocid1.tenancy.oc1..aaaaaaaafvbrqwizb2l62d7o46h622ibhfp2at56cfjxak7x3jqgh42ligrq,"Allow group LABS-group to read alarms in tenancy where any {request.region = 'fra', request.region = 'ams'}",ACTIVE,2023-01-31T09:46:52.441000+00:00
LABS-user-policy,ocid1.tenancy.oc1..aaaaaaaafvbrqwizb2l62d7o46h622ibhfp2at56cfjxak7x3jqgh42ligrq,"Allow group LABS-group to manage ocm-migration-family in compartment LABS where any {request.region = 'fra', request.region = 'ams'}",ACTIVE,2023-01-31T09:46:52.441000+00:00
LABS-user-policy,ocid1.tenancy.oc1..aaaaaaaafvbrqwizb2l62d7o46h622ibhfp2at56cfjxak7x3jqgh42ligrq,"Allow group LABS-group to manage orm-stacks in compartment LABS where any {request.region = 'fra', request.region = 'ams'}",ACTIVE,2023-01-31T09:46:52.441000+00:00
LABS-user-policy,ocid1.tenancy.oc1..aaaaaaaafvbrqwizb2l62d7o46h622ibhfp2at56cfjxak7x3jqgh42ligrq,Allow group LABS-group to read metrics in compartment LABS where target.metrics.namespace = 'ocb_asset',ACTIVE,2023-01-31T09:46:52.441000+00:00
LABS-user-policy,ocid1.tenancy.oc1..aaaaaaaafvbrqwizb2l62d7o46h622ibhfp2at56cfjxak7x3jqgh42ligrq,"Allow group LABS-group to {COMPARTMENT_INSPECT, COMPARTMENT_READ} in tenancy where any {request.region = 'fra', request.region = 'ams'}",ACTIVE,2023-01-31T09:46:52.441000+00:00
LABS-user-policy,ocid1.tenancy.oc1..aaaaaaaafvbrqwizb2l62d7o46h622ibhfp2at56cfjxak7x3jqgh42ligrq,"Allow group LABS-group to manage ocm-migration in compartment LABS where any {request.region = 'fra', request.region = 'ams'}",ACTIVE,2023-01-31T09:46:52.441000+00:00
LABS-user-policy,ocid1.tenancy.oc1..aaaaaaaafvbrqwizb2l62d7o46h622ibhfp2at56cfjxak7x3jqgh42ligrq,"Allow group LABS-group to manage ocm-migration-asset in compartment LABS where any {request.region = 'fra', request.region = 'ams'}",ACTIVE,2023-01-31T09:46:52.441000+00:00
LABS-user-policy,ocid1.tenancy.oc1..aaaaaaaafvbrqwizb2l62d7o46h622ibhfp2at56cfjxak7x3jqgh42ligrq,"Allow group LABS-group to manage ocm-migration-plan in compartment LABS where any {request.region = 'fra', request.region = 'ams'}",ACTIVE,2023-01-31T09:46:52.441000+00:00
LABS-user-policy,ocid1.tenancy.oc1..aaaaaaaafvbrqwizb2l62d7o46h622ibhfp2at56cfjxak7x3jqgh42ligrq,"Allow group LABS-group to manage ocm-target-asset in compartment LABS where any {request.region = 'fra', request.region = 'ams'}",ACTIVE,2023-01-31T09:46:52.441000+00:00
LABS-user-policy,ocid1.tenancy.oc1..aaaaaaaafvbrqwizb2l62d7o46h622ibhfp2at56cfjxak7x3jqgh42ligrq,"Allow group LABS-group to manage ocm-replication-task in compartment LABS where any {request.region = 'fra', request.region = 'ams'}",ACTIVE,2023-01-31T09:46:52.441000+00:00
LABS-user-policy,ocid1.tenancy.oc1..aaaaaaaafvbrqwizb2l62d7o46h622ibhfp2at56cfjxak7x3jqgh42ligrq,"Allow group LABS-group to manage ocm-connector in compartment LABS where any {request.region = 'fra', request.region = 'ams'}",ACTIVE,2023-01-31T09:46:52.441000+00:00
LABS-user-policy,ocid1.tenancy.oc1..aaaaaaaafvbrqwizb2l62d7o46h622ibhfp2at56cfjxak7x3jqgh42ligrq,"Allow group LABS-group to manage ocm-replication-schedule in compartment LABS where any {request.region = 'fra', request.region = 'ams'}",ACTIVE,2023-01-31T09:46:52.441000+00:00
LABS-user-policy,ocid1.tenancy.oc1..aaaaaaaafvbrqwizb2l62d7o46h622ibhfp2at56cfjxak7x3jqgh42ligrq,"Allow group LABS-group to manage ocb-inventory in tenancy where any {request.region = 'fra', request.region = 'ams'}",ACTIVE,2023-01-31T09:46:52.441000+00:00
LABS-user-policy,ocid1.tenancy.oc1..aaaaaaaafvbrqwizb2l62d7o46h622ibhfp2at56cfjxak7x3jqgh42ligrq,"Allow group LABS-group to manage ocb-inventory-asset in compartment LABS where any {request.region = 'fra', request.region = 'ams'}",ACTIVE,2023-01-31T09:46:52.441000+00:00
LABS-user-policy,ocid1.tenancy.oc1..aaaaaaaafvbrqwizb2l62d7o46h622ibhfp2at56cfjxak7x3jqgh42ligrq,"Allow group LABS-group to manage ocb-agent in compartment LABS where any {request.region = 'fra', request.region = 'ams'}",ACTIVE,2023-01-31T09:46:52.441000+00:00
LABS-user-policy,ocid1.tenancy.oc1..aaaaaaaafvbrqwizb2l62d7o46h622ibhfp2at56cfjxak7x3jqgh42ligrq,"Allow group LABS-group to manage ocb-environments in compartment LABS where any {request.region = 'fra', request.region = 'ams'}",ACTIVE,2023-01-31T09:46:52.441000+00:00
LABS-user-policy,ocid1.tenancy.oc1..aaaaaaaafvbrqwizb2l62d7o46h622ibhfp2at56cfjxak7x3jqgh42ligrq,"Allow group LABS-group to {OCB_INVENTORY_ASSET_READ} in tenancy where any {request.region = 'fra', request.region = 'ams'}",ACTIVE,2023-01-31T09:46:52.441000+00:00
LABS-user-policy,ocid1.tenancy.oc1..aaaaaaaafvbrqwizb2l62d7o46h622ibhfp2at56cfjxak7x3jqgh42ligrq,"ALLOW GROUP LABS-group TO MANAGE stack-monitoring-family IN COMPARTMENT LABS where any {request.region = 'fra', request.region = 'ams'}",ACTIVE,2023-01-31T09:46:52.441000+00:00
LABS-user-policy,ocid1.tenancy.oc1..aaaaaaaafvbrqwizb2l62d7o46h622ibhfp2at56cfjxak7x3jqgh42ligrq,"ALLOW GROUP LABS-group TO {MGMT_AGENT_DEPLOY_PLUGIN_CREATE, MGMT_AGENT_INSPECT, MGMT_AGENT_READ} IN COMPARTMENT LABS",ACTIVE,2023-01-31T09:46:52.441000+00:00
LABS-user-policy,ocid1.tenancy.oc1..aaaaaaaafvbrqwizb2l62d7o46h622ibhfp2at56cfjxak7x3jqgh42ligrq,"Allow group LABS-group to manage recovery-service-family in compartment LABS where any {request.region = 'fra', request.region = 'ams'}",ACTIVE,2023-01-31T09:46:52.441000+00:00
LABS-user-policy,ocid1.tenancy.oc1..aaaaaaaafvbrqwizb2l62d7o46h622ibhfp2at56cfjxak7x3jqgh42ligrq,"Allow group LABS-group to manage recovery-service-policy in compartment LABS where any {request.region = 'fra', request.region = 'ams'}",ACTIVE,2023-01-31T09:46:52.441000+00:00
LABS-user-policy,ocid1.tenancy.oc1..aaaaaaaafvbrqwizb2l62d7o46h622ibhfp2at56cfjxak7x3jqgh42ligrq,"Allow Group LABS-group to manage recovery-service-subnet in compartment LABS where any {request.region = 'fra', request.region = 'ams'}",ACTIVE,2023-01-31T09:46:52.441000+00:00
LABS-user-policy,ocid1.tenancy.oc1..aaaaaaaafvbrqwizb2l62d7o46h622ibhfp2at56cfjxak7x3jqgh42ligrq,"Allow group LABS-group to manage instance-agent-command-family in compartment LABS:marius.bostinaru where any {request.region = 'fra', request.region = 'ams'}",ACTIVE,2023-01-31T09:46:52.441000+00:00
LABS-user-policy,ocid1.tenancy.oc1..aaaaaaaafvbrqwizb2l62d7o46h622ibhfp2at56cfjxak7x3jqgh42ligrq,"Allow group LABS-group to manage odms-agent in compartment LABS:daniela.manta where any {request.region = 'fra', request.region = 'ams'}",ACTIVE,2023-01-31T09:46:52.441000+00:00
LABS-user-policy,ocid1.tenancy.oc1..aaaaaaaafvbrqwizb2l62d7o46h622ibhfp2at56cfjxak7x3jqgh42ligrq,"Allow group LABS-group to manage odms-connection in compartment LABS:daniela.manta where any {request.region = 'fra', request.region = 'ams'}",ACTIVE,2023-01-31T09:46:52.441000+00:00
LABS-user-policy,ocid1.tenancy.oc1..aaaaaaaafvbrqwizb2l62d7o46h622ibhfp2at56cfjxak7x3jqgh42ligrq,"Allow group LABS-group to manage odms-job in compartment LABS:daniela.manta where any {request.region = 'fra', request.region = 'ams'}",ACTIVE,2023-01-31T09:46:52.441000+00:00
LABS-user-policy,ocid1.tenancy.oc1..aaaaaaaafvbrqwizb2l62d7o46h622ibhfp2at56cfjxak7x3jqgh42ligrq,"Allow group LABS-group to manage odms-migration in compartment LABS:daniela.manta where any {request.region = 'fra', request.region = 'ams'}",ACTIVE,2023-01-31T09:46:52.441000+00:00
LABS-user-policy,ocid1.tenancy.oc1..aaaaaaaafvbrqwizb2l62d7o46h622ibhfp2at56cfjxak7x3jqgh42ligrq,"Allow group LABS-group to manage vn-path-analyzer-test in tenancy where any {request.region = 'fra', request.region = 'ams'}",ACTIVE,2023-01-31T09:46:52.441000+00:00
LABS-user-policy,ocid1.tenancy.oc1..aaaaaaaafvbrqwizb2l62d7o46h622ibhfp2at56cfjxak7x3jqgh42ligrq,"Allow group LABS-group to manage data-safe-security-policy-reports in tenancy where any {request.region = 'fra', request.region = 'ams'}",ACTIVE,2023-01-31T09:46:52.441000+00:00
LABS-user-policy,ocid1.tenancy.oc1..aaaaaaaafvbrqwizb2l62d7o46h622ibhfp2at56cfjxak7x3jqgh42ligrq,"Allow group LABS-group to use cloud-shell-public-network in tenancy where any {request.region = 'fra', request.region = 'ams'}",ACTIVE,2023-01-31T09:46:52.441000+00:00
LABS-user-policy,ocid1.tenancy.oc1..aaaaaaaafvbrqwizb2l62d7o46h622ibhfp2at56cfjxak7x3jqgh42ligrq,"Allow group LABS-group to manage instance-agent-command-family in tenancy where any {request.region = 'fra', request.region = 'ams'}",ACTIVE,2023-01-31T09:46:52.441000+00:00
LABS-user-policy,ocid1.tenancy.oc1..aaaaaaaafvbrqwizb2l62d7o46h622ibhfp2at56cfjxak7x3jqgh42ligrq,"Allow group LABS-group to manage waas-family in tenancy where any {request.region = 'fra', request.region = 'ams'}",ACTIVE,2023-01-31T09:46:52.441000+00:00
LABS-user-policy,ocid1.tenancy.oc1..aaaaaaaafvbrqwizb2l62d7o46h622ibhfp2at56cfjxak7x3jqgh42ligrq,"Allow group LABS-group to manage opensearch-family in tenancy where any {request.region = 'fra', request.region = 'ams'}",ACTIVE,2023-01-31T09:46:52.441000+00:00
LABS-user-policy,ocid1.tenancy.oc1..aaaaaaaafvbrqwizb2l62d7o46h622ibhfp2at56cfjxak7x3jqgh42ligrq,"Allow group LABS-group to manage generative-ai-family in tenancy where any {request.region = 'fra', request.region = 'ams'}",ACTIVE,2023-01-31T09:46:52.441000+00:00
LABS-user-policy,ocid1.tenancy.oc1..aaaaaaaafvbrqwizb2l62d7o46h622ibhfp2at56cfjxak7x3jqgh42ligrq,"Allow ANY-USER to manage object-family in tenancy WHERE ALL {request.principal.type='opensearchcluster', request.resource.compartment.id='ocid1.compartment.oc1..aaaaaaaay7knsgzhdj3lpqftrkuccybnw6vp3xl4nm2mwqnibgyjbuzzoqsq'}",ACTIVE,2023-01-31T09:46:52.441000+00:00
LABS-user-policy,ocid1.tenancy.oc1..aaaaaaaafvbrqwizb2l62d7o46h622ibhfp2at56cfjxak7x3jqgh42ligrq,"Allow ANY-USER to manage generative-ai-family in tenancy WHERE ALL {request.principal.type='opensearchcluster', request.resource.compartment.id='ocid1.compartment.oc1..aaaaaaaay7knsgzhdj3lpqftrkuccybnw6vp3xl4nm2mwqnibgyjbuzzoqsq'}",ACTIVE,2023-01-31T09:46:52.441000+00:00
LABS-user-policy,ocid1.tenancy.oc1..aaaaaaaafvbrqwizb2l62d7o46h622ibhfp2at56cfjxak7x3jqgh42ligrq,Allow group LABS-group to use cloud-shell-public-network in compartment labs:marius.bostinaru:testmb.xgoucrjd,ACTIVE,2023-01-31T09:46:52.441000+00:00
LABS-user-policy,ocid1.tenancy.oc1..aaaaaaaafvbrqwizb2l62d7o46h622ibhfp2at56cfjxak7x3jqgh42ligrq,Allow group Default/LABS-acotest to manage suppressions in tenancy,ACTIVE,2023-01-31T09:46:52.441000+00:00
LABS-users-ashburn,ocid1.tenancy.oc1..aaaaaaaafvbrqwizb2l62d7o46h622ibhfp2at56cfjxak7x3jqgh42ligrq,Allow group LABS-group-IADdah to read all-resources in tenancy where request.region='IAD',ACTIVE,2024-07-08T11:19:20.073000+00:00
LABS-users-ashburn,ocid1.tenancy.oc1..aaaaaaaafvbrqwizb2l62d7o46h622ibhfp2at56cfjxak7x3jqgh42ligrq,Allow group LABS-group-ashburn to manage all-resources in compartment LABS where request.region='IAD',ACTIVE,2024-07-08T11:19:20.073000+00:00
LABS-users-ashburn,ocid1.tenancy.oc1..aaaaaaaafvbrqwizb2l62d7o46h622ibhfp2at56cfjxak7x3jqgh42ligrq,Allow group LABS-group-IADdah to manage dynamic-groups in tenancy where request.region='IAD',ACTIVE,2024-07-08T11:19:20.073000+00:00
LABS-users-ashburn,ocid1.tenancy.oc1..aaaaaaaafvbrqwizb2l62d7o46h622ibhfp2at56cfjxak7x3jqgh42ligrq,Allow group LABS-group-IADdah to manage policies in tenancy where request.region='IAD',ACTIVE,2024-07-08T11:19:20.073000+00:00
LABS-users-ashburn,ocid1.tenancy.oc1..aaaaaaaafvbrqwizb2l62d7o46h622ibhfp2at56cfjxak7x3jqgh42ligrq,"ALLOW any-user to use functions-family in compartment LABS where ALL {request.principal.type = 'ApiGateway', request.resource.compartment.id = 'ocid1.compartment.oc1..aaaaaaaabhsz3pbaw4z5zczor525g3ofnicvywbnsn4r46ay44xk46iqctoq'}",ACTIVE,2024-07-08T11:19:20.073000+00:00
LABS-users-ashburn,ocid1.tenancy.oc1..aaaaaaaafvbrqwizb2l62d7o46h622ibhfp2at56cfjxak7x3jqgh42ligrq,Allow group LABS-group-IADdah to manage data-safe-family in tenancy where request.region='IAD',ACTIVE,2024-07-08T11:19:20.073000+00:00
LABS-users-ashburn,ocid1.tenancy.oc1..aaaaaaaafvbrqwizb2l62d7o46h622ibhfp2at56cfjxak7x3jqgh42ligrq,Allow group LABS-group-IADdah to inspect groups in tenancy where request.region='IAD',ACTIVE,2024-07-08T11:19:20.073000+00:00
LABS-users-ashburn,ocid1.tenancy.oc1..aaaaaaaafvbrqwizb2l62d7o46h622ibhfp2at56cfjxak7x3jqgh42ligrq,Allow group LABS-group-IADdah to manage devops-repository in compartment LABS where request.region='IAD',ACTIVE,2024-07-08T11:19:20.073000+00:00
LABS-users-ashburn,ocid1.tenancy.oc1..aaaaaaaafvbrqwizb2l62d7o46h622ibhfp2at56cfjxak7x3jqgh42ligrq,Allow group LABS-group-IADdah to manage cloud-shell in tenancy where request.region='IAD',ACTIVE,2024-07-08T11:19:20.073000+00:00
LABS-users-ashburn,ocid1.tenancy.oc1..aaaaaaaafvbrqwizb2l62d7o46h622ibhfp2at56cfjxak7x3jqgh42ligrq,Allow group LABS-group-IADdah to manage repos in tenancy where request.region='IAD',ACTIVE,2024-07-08T11:19:20.073000+00:00
LABS-users-ashburn,ocid1.tenancy.oc1..aaaaaaaafvbrqwizb2l62d7o46h622ibhfp2at56cfjxak7x3jqgh42ligrq,Allow group LABS-group-IADdah to inspect work-requests in tenancy where request.region='IAD',ACTIVE,2024-07-08T11:19:20.073000+00:00
LABS-users-ashburn,ocid1.tenancy.oc1..aaaaaaaafvbrqwizb2l62d7o46h622ibhfp2at56cfjxak7x3jqgh42ligrq,Allow group LABS-group-IADdah to use metrics in tenancy where request.region='IAD',ACTIVE,2024-07-08T11:19:20.073000+00:00
LABS-users-ashburn,ocid1.tenancy.oc1..aaaaaaaafvbrqwizb2l62d7o46h622ibhfp2at56cfjxak7x3jqgh42ligrq,Allow group LABS-group-IADdah to read alarms in tenancy where request.region='IAD',ACTIVE,2024-07-08T11:19:20.073000+00:00
LABS-users-ashburn,ocid1.tenancy.oc1..aaaaaaaafvbrqwizb2l62d7o46h622ibhfp2at56cfjxak7x3jqgh42ligrq,Allow group LABS-group-IADdah to manage ocm-migration-family in compartment LABS where request.region='IAD',ACTIVE,2024-07-08T11:19:20.073000+00:00
LABS-users-ashburn,ocid1.tenancy.oc1..aaaaaaaafvbrqwizb2l62d7o46h622ibhfp2at56cfjxak7x3jqgh42ligrq,Allow group LABS-group-IADdah to manage orm-stacks in compartment LABS where request.region='IAD',ACTIVE,2024-07-08T11:19:20.073000+00:00
LABS-users-ashburn,ocid1.tenancy.oc1..aaaaaaaafvbrqwizb2l62d7o46h622ibhfp2at56cfjxak7x3jqgh42ligrq,Allow group LABS-group-IADdah to read metrics in compartment LABS where target.metrics.namespace = 'ocb_asset',ACTIVE,2024-07-08T11:19:20.073000+00:00
LABS-users-ashburn,ocid1.tenancy.oc1..aaaaaaaafvbrqwizb2l62d7o46h622ibhfp2at56cfjxak7x3jqgh42ligrq,"Allow group LABS-group-IADdah to {COMPARTMENT_INSPECT, COMPARTMENT_READ} in tenancy where request.region='IAD'",ACTIVE,2024-07-08T11:19:20.073000+00:00
LABS-users-ashburn,ocid1.tenancy.oc1..aaaaaaaafvbrqwizb2l62d7o46h622ibhfp2at56cfjxak7x3jqgh42ligrq,Allow group LABS-group-IADdah to manage ocm-migration in compartment LABS where request.region='IAD',ACTIVE,2024-07-08T11:19:20.073000+00:00
LABS-users-ashburn,ocid1.tenancy.oc1..aaaaaaaafvbrqwizb2l62d7o46h622ibhfp2at56cfjxak7x3jqgh42ligrq,Allow group LABS-group-IADdah to manage ocm-migration-asset in compartment LABS where request.region='IAD',ACTIVE,2024-07-08T11:19:20.073000+00:00
LABS-users-ashburn,ocid1.tenancy.oc1..aaaaaaaafvbrqwizb2l62d7o46h622ibhfp2at56cfjxak7x3jqgh42ligrq,Allow group LABS-group-IADdah to manage ocm-migration-plan in compartment LABS where request.region='IAD',ACTIVE,2024-07-08T11:19:20.073000+00:00
LABS-users-ashburn,ocid1.tenancy.oc1..aaaaaaaafvbrqwizb2l62d7o46h622ibhfp2at56cfjxak7x3jqgh42ligrq,Allow group LABS-group-IADdah to manage ocm-target-asset in compartment LABS where request.region='IAD',ACTIVE,2024-07-08T11:19:20.073000+00:00
LABS-users-ashburn,ocid1.tenancy.oc1..aaaaaaaafvbrqwizb2l62d7o46h622ibhfp2at56cfjxak7x3jqgh42ligrq,Allow group LABS-group-IADdah to manage ocm-replication-task in compartment LABS where request.region='IAD',ACTIVE,2024-07-08T11:19:20.073000+00:00
LABS-users-ashburn,ocid1.tenancy.oc1..aaaaaaaafvbrqwizb2l62d7o46h622ibhfp2at56cfjxak7x3jqgh42ligrq,Allow group LABS-group-IADdah to manage ocm-connector in compartment LABS where request.region='IAD',ACTIVE,2024-07-08T11:19:20.073000+00:00
LABS-users-ashburn,ocid1.tenancy.oc1..aaaaaaaafvbrqwizb2l62d7o46h622ibhfp2at56cfjxak7x3jqgh42ligrq,Allow group LABS-group-IADdah to manage ocm-replication-schedule in compartment LABS where request.region='IAD',ACTIVE,2024-07-08T11:19:20.073000+00:00
LABS-users-ashburn,ocid1.tenancy.oc1..aaaaaaaafvbrqwizb2l62d7o46h622ibhfp2at56cfjxak7x3jqgh42ligrq,Allow group LABS-group-IADdah to manage ocb-inventory in tenancy where request.region='IAD',ACTIVE,2024-07-08T11:19:20.073000+00:00
LABS-users-ashburn,ocid1.tenancy.oc1..aaaaaaaafvbrqwizb2l62d7o46h622ibhfp2at56cfjxak7x3jqgh42ligrq,Allow group LABS-group-IADdah to manage ocb-inventory-asset in compartment LABS where request.region='IAD',ACTIVE,2024-07-08T11:19:20.073000+00:00
LABS-users-ashburn,ocid1.tenancy.oc1..aaaaaaaafvbrqwizb2l62d7o46h622ibhfp2at56cfjxak7x3jqgh42ligrq,Allow group LABS-group-IADdah to manage ocb-agent in compartment LABS where request.region='IAD',ACTIVE,2024-07-08T11:19:20.073000+00:00
LABS-users-ashburn,ocid1.tenancy.oc1..aaaaaaaafvbrqwizb2l62d7o46h622ibhfp2at56cfjxak7x3jqgh42ligrq,Allow group LABS-group-IADdah to manage ocb-environments in compartment LABS where request.region='IAD',ACTIVE,2024-07-08T11:19:20.073000+00:00
LABS-users-ashburn,ocid1.tenancy.oc1..aaaaaaaafvbrqwizb2l62d7o46h622ibhfp2at56cfjxak7x3jqgh42ligrq,Allow group LABS-group-SINdah to {OCB_INVENTORY_ASSET_READ} in tenancy where request.region='IAD',ACTIVE,2024-07-08T11:19:20.073000+00:00
LABS-users-chicago,ocid1.tenancy.oc1..aaaaaaaafvbrqwizb2l62d7o46h622ibhfp2at56cfjxak7x3jqgh42ligrq,Allow group LABS-group-chicago to read all-resources in tenancy where request.region='ORD',ACTIVE,2024-02-06T08:28:41.099000+00:00
LABS-users-chicago,ocid1.tenancy.oc1..aaaaaaaafvbrqwizb2l62d7o46h622ibhfp2at56cfjxak7x3jqgh42ligrq,Allow group LABS-group-chicago to manage all-resources in compartment LABS where request.region='ORD',ACTIVE,2024-02-06T08:28:41.099000+00:00
LABS-users-chicago,ocid1.tenancy.oc1..aaaaaaaafvbrqwizb2l62d7o46h622ibhfp2at56cfjxak7x3jqgh42ligrq,Allow group LABS-group-chicago to manage dynamic-groups in tenancy where request.region='ORD',ACTIVE,2024-02-06T08:28:41.099000+00:00
LABS-users-chicago,ocid1.tenancy.oc1..aaaaaaaafvbrqwizb2l62d7o46h622ibhfp2at56cfjxak7x3jqgh42ligrq,Allow group LABS-group-chicago to manage policies in tenancy where request.region='ORD',ACTIVE,2024-02-06T08:28:41.099000+00:00
LABS-users-chicago,ocid1.tenancy.oc1..aaaaaaaafvbrqwizb2l62d7o46h622ibhfp2at56cfjxak7x3jqgh42ligrq,"ALLOW any-user to use functions-family in compartment LABS where ALL {request.principal.type =  'ApiGateway', request.resource.compartment.id  =  'ocid1.compartment.oc1..aaaaaaaabhsz3pbaw4z5zczor525g3ofnicvywbnsn4r46ay44xk46iqctoq'}",ACTIVE,2024-02-06T08:28:41.099000+00:00
LABS-users-chicago,ocid1.tenancy.oc1..aaaaaaaafvbrqwizb2l62d7o46h622ibhfp2at56cfjxak7x3jqgh42ligrq,Allow group LABS-group-chicago to manage data-safe-family in tenancy where request.region='ORD',ACTIVE,2024-02-06T08:28:41.099000+00:00
LABS-users-chicago,ocid1.tenancy.oc1..aaaaaaaafvbrqwizb2l62d7o46h622ibhfp2at56cfjxak7x3jqgh42ligrq,Allow group LABS-group-chicago to inspect groups in tenancy where request.region='ORD',ACTIVE,2024-02-06T08:28:41.099000+00:00
LABS-users-chicago,ocid1.tenancy.oc1..aaaaaaaafvbrqwizb2l62d7o46h622ibhfp2at56cfjxak7x3jqgh42ligrq,Allow group LABS-group-chicago to manage devops-repository in compartment LABS where request.region='ORD',ACTIVE,2024-02-06T08:28:41.099000+00:00
LABS-users-chicago,ocid1.tenancy.oc1..aaaaaaaafvbrqwizb2l62d7o46h622ibhfp2at56cfjxak7x3jqgh42ligrq,Allow group LABS-group-chicago to manage cloud-shell in tenancy where request.region='ORD',ACTIVE,2024-02-06T08:28:41.099000+00:00
LABS-users-chicago,ocid1.tenancy.oc1..aaaaaaaafvbrqwizb2l62d7o46h622ibhfp2at56cfjxak7x3jqgh42ligrq,Allow group LABS-group-chicago to manage repos in tenancy where request.region='ORD',ACTIVE,2024-02-06T08:28:41.099000+00:00
LABS-users-chicago,ocid1.tenancy.oc1..aaaaaaaafvbrqwizb2l62d7o46h622ibhfp2at56cfjxak7x3jqgh42ligrq,Allow group LABS-group-chicago to inspect work-requests in tenancy where request.region='ORD',ACTIVE,2024-02-06T08:28:41.099000+00:00
LABS-users-chicago,ocid1.tenancy.oc1..aaaaaaaafvbrqwizb2l62d7o46h622ibhfp2at56cfjxak7x3jqgh42ligrq,Allow group LABS-group-chicago to use metrics in tenancy where request.region='ORD',ACTIVE,2024-02-06T08:28:41.099000+00:00
LABS-users-chicago,ocid1.tenancy.oc1..aaaaaaaafvbrqwizb2l62d7o46h622ibhfp2at56cfjxak7x3jqgh42ligrq,Allow group LABS-group-chicago to read alarms in tenancy where request.region='ORD',ACTIVE,2024-02-06T08:28:41.099000+00:00
LABS-users-chicago,ocid1.tenancy.oc1..aaaaaaaafvbrqwizb2l62d7o46h622ibhfp2at56cfjxak7x3jqgh42ligrq,Allow group LABS-group-chicago to manage ocm-migration-family in compartment LABS where request.region='ORD',ACTIVE,2024-02-06T08:28:41.099000+00:00
LABS-users-chicago,ocid1.tenancy.oc1..aaaaaaaafvbrqwizb2l62d7o46h622ibhfp2at56cfjxak7x3jqgh42ligrq,Allow group LABS-group-chicago to manage orm-stacks in compartment LABS where request.region='ORD',ACTIVE,2024-02-06T08:28:41.099000+00:00
LABS-users-chicago,ocid1.tenancy.oc1..aaaaaaaafvbrqwizb2l62d7o46h622ibhfp2at56cfjxak7x3jqgh42ligrq,Allow group LABS-group-chicago to read metrics in compartment LABS where target.metrics.namespace = 'ocb_asset',ACTIVE,2024-02-06T08:28:41.099000+00:00
LABS-users-chicago,ocid1.tenancy.oc1..aaaaaaaafvbrqwizb2l62d7o46h622ibhfp2at56cfjxak7x3jqgh42ligrq,"Allow group LABS-group-chicago to {COMPARTMENT_INSPECT, COMPARTMENT_READ} in tenancy where request.region='ORD'",ACTIVE,2024-02-06T08:28:41.099000+00:00
